Назва,Адреса,46.4825,30.7233,Пн-пт,08:00–17:00,ЄДРПОУ/Ідент №,Телефони,Unnamed: 8,Unnamed: 9,100 000 ,"Сілосний, напольний",Unnamed: 12,Unnamed: 13,40 км/год,"Заднє, Бокове, гравітаційне, Шнекове, Пневматичне, Ручне",4 м,12 м,40 т,"Самоскид, зерновоз, тентовий",30 км/год,"Верхнє, бокове, Пневматичне, Шнекове, ",3.8 м,11 м,38 т,"Самоскид, зерновоз, тентовий.1",487654,25 км/год,Механічне,60 т,фронт 150 м,"піввагони, зерновози, контейнера",25 км/год.1,Механічне.1,60 т.1,фронт 150 м.1,Хопер,5 км/год,Трубопровід,річкові баржі,5 м,12 м.1,6 м,80 м,4 км/год,Крани,морські судна,7 м,15 м,7 м.1,120 м,Широта,Довгота
"Новокаховський КХП, ПрАТ","74988, Херсонська обл., Нова Каховка, м. Таврійськ, вул. Промислова буд.13",,,,,00952389.0,,(05549)7-30-72; (05549)7-41-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.75,33.416667
"ПАТ ""ДПЗКУ"" (філія Партизанський елеватор, Сокологірненське відділення)","75521, Херсонська обл., Генічеський, с. Сокологірне, Південна, буд.16",,,,,37243279.0,," (05534)3-30-17,(044)206-15-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4985775,34.9465275
"ПАТ ""Херсонський КХП""","73024, Херсонська обл., Херсон, вул. Порт-елеватор буд.5",,,,,00952367.0,,(0552)42-33-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6340426,32.6297261
"Полтавське ХПП, ПрАТ","74100, Херсонська обл., Великоолександрівський, смт. Велика Олександрівка, вул. Свободи, буд.100",,,,,05581898.0,,(05532)53-41-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3231419,33.2995801
ПрАТ Дніпровський термінал,"73036, Херсонська обл., Херсон, вул. Перекопська буд.169",,,,,32851024.0,,(0552)35-41-30; (0552)35-41-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.65934619999999,32.6537688
"Рівненський елеватор, ТОВ","75530, Херсонська обл., Генічеський, с.Рівне, вул. Робітнича буд.14",,,,,33326670.0,(067)654-18-87,(05534)6-25-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3656754,34.7563593
"Рівненський елеватор, ТОВ (смт. Іванівка)","75401, Херсонська обл., Іванівський, смт Іванівка, вул. Енгельса буд.178а",,,,,33326670.0, (067)652-81-63,(05531)3-14-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7004956,34.5478169
"Рівненський елеватор, ТОВ (смт. Новотроїцьке)","75300, Херсонська обл., Новотроїцький, смт. Новотроїцьке, вул. Безроднього буд.157а",,,,,33326670.0, (067)654-55-59,(05548)5-05-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.372957,34.3353532
"ТОВ ""Агро-Транзит-Інвест""","73011, Херсонська обл., Херсон, вул. Домобудівна буд.11",,,,,36329025.0,,(0552)29-22-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.635417,32.616867
"ТОВ ""АДМ Таврійський елеватор""","74988, Херсонська обл., м. Таврійськ, вул. Портова буд. 2а",,,,,31597675.0,(050)494-14-65,(05549)7-30-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.76485090000001,33.4116963
"ТОВ ""ЕКОЗЕРНО""","73000, м. Херсон, Одеська площа, 6",,,,,39783527.0,,(0552)45-50-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6255214,32.6088803
"ТОВ ""Еліта Дніпра""","73000, Херсонська обл., м. Херсон , Острівське шосе, 2Б",,,,,39168885.0,,(0552)27-48-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6114143,32.5813947
"ТОВ ""Максігрейн-Україна""","73011, м.Херсон, вул. Домобудівна, 11",,,,,38822821.0,,(0552)38-05-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.635417,32.616867
"ТОВ ""НСК-АГРО""","73000, м. Херсон, вул. Карантинний острів, 1",,,,,40108502.0,,(0552)42-51-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6022347,32.6085321
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Качкарівка)","74350, Херсонська обл., Бериславський р-н, с. Качкарівка, вул. Придніпровська",,,,,41161689.0,,(05546)4-02-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0978133,33.747025
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Сірогози)","74721, Херсонська обл., Нижньосірогозький р-н, с. Сірогози, вул. Миру, буд. 1",,,,,41161689.0,,(05540)2-13-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9406769,34.3757106
"ТОВ ""Південмлин""","74900, Херсонська обл., м. Нова Каховка, с. Райське, вул. Основська, 15А",,,,,22751273.0,095-198-64-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.741355,33.298856
"ТОВ ""Рівненський ХПП"" (Блакитне)","74001, Херсонська область, Високопільський р-н., село Блакитне, вул. Залізнична , буд. 5",,,,,34458925.0,(097)365-19-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4085226,33.4367967
"ТОВ ""Рівненський ХПП"" (Золота Балка)","74214, Херсонська обл., Нововоронцовський, с.Золота Балка, вул. Набережна буд.26,24",,,,,34458925.0,,(05533)2-14-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3759623,33.963947
"ТОВ ""Семілла""","75700, Херсонська обл., м. Скадовськ, вул. Шевченко, буд. 2",,,,,39943184.0,,(05537)5-23-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1113151,32.9126833
ТОВ Новоолексіївський елеватор,"75560, Херсонська обл., Генічеський, смт Новоолексіївка, вул. Центральна буд.119",,,,,32952590.0,,(05534)3-21-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.227286,34.6455022
"Тягінське ХПП, ТОВ","74330, Херсонська обл., Бериславський, с. Тягінка,",,,,,30039765.0,,(05546)4-62-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7813777,33.0523762
"ФОП ""Коновалов Роман Сергійович""","74000, Херсонська обл., Високопільський р-н, смт. Високопілля, вул. Вокзальна, 43",,,,,3242319773.0,(096)507-14-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4836666,33.5264058
"Чаплинський ККЗ, ТОВ","75200, Херсонська обл., Чаплинський, смт. Чаплінка, вул. Івана Кудрі буд.1",,,,,32763923.0,,(05538)2-15-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3813785,33.5373463
"Аграрна компанія 2004, ПП (м. Волочиськ)","31200, Хмельницька обл., Волочиський, м. Волочиськ, вул. Котовського буд.7",,,,,33007579.0,,(03845)3-54-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5291489,26.2305923
"Аграрна компанія 2004, ПП (с. Івахнівці)","31618, Хмельницька обл., Чемеровецький, с. Івахнівці, вул. Центральна (вул. Леніна) буд.2-А",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0627353,26.2169751
"Аграрна компанія 2004, ПП (с. Лісоводи)","32046, вул. Сугерова, буд. 54, с. Лісоводи, Городоцький р-н., Хмельницька обл.",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.173832,26.4576383
"Агробізнес, ТОВ","31200, Хмельницька обл., Волочиський, м. Волочиськ, вул. Котовського буд.8а",,,,,30915832.0,,(03845)4-11-91; (03845)4-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5291489,26.2305923
"Агротек-ХПП, ТОВ","31256, Хмельницька обл., Волочиський, смт Війтівці, вул. Героїв України, буд.21",,,,,34708115.0, (095)051-13-05,(03845)9-52-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4934891,26.4442879
"Антонінське ХПП, ПрАТ","31026, Хмельницька обл., Красилівський, с.Кременчуки, вул.Вокзальна буд.1",,,,,03343686.0,,(03855)9-11-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.81158139999999,26.9756581
"АПНВП ""Візит""","31416, Хмельницька обл., Старосинявський, с. Адампіль, вул. Привокзальна буд.3",,,,,02129063.0,,(03850)3-25-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6680322,27.6529402
"Деражнянське ХПП, ПрАТ","32200, Хмельницька обл., Деражнянський, м. Деражня, вул. Миру буд.74а",,,,,00956738.0,,(03856)2-21-76; (03856)2-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2689659,27.433793
"Державна продовольчо-зернова корпорація України, ПАТ(філія Богданівецький КХП)","31345, Хмельницька обл., Хмельницький, селище Богданівці, вул. Привокзальна буд.1",,,,,37243279.0,,(044)206-15-09; (0382)62-56-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3754473,27.1448741
"ДПЗКУ, ПАТ (Філія Старокостянтинівський елеватор)","31100, Хмельницька обл., м. Старокостянтинів, вул. Кривоноса буд.1",,,,,37243279.0,,(044)206-15-09; (03854)3-20-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7452782,27.1744861
"Дунаєвецький КХП, ДП","32413, Хмельницька обл., Дунаєвецький, смт. Дунаївці, вул. Лермонтова буд.1",,,,,00952485.0,,(03858)7-10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0199484,26.8322091
"Еколінія, ТОВ","32440, Хмельницька обл., Дунаєвецький, с. Балинівка, вул. Кутузова буд.33",,,,,32013204.0,,(03858)9-26-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8778793,26.8509887
"Закупнянське ХПП, ПрАТ","31614, Хмельницька обл., Чемеровецький, смт. Закупне, вул. Центральна буд.28",,,,,00952433.0,,(03859)2-01-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9978968,26.2314357
"Кононівський елеватор, ТОВ (Веснянська дільниця)","31100, Хмельницька обл., Старокостянтинівський, м. Старокостянтинів, Веснянське шосе буд.5",,,,,32284263.0,,(03854)3-24-74; (03854)3-24-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7546828,27.2121595
"Кононівський елеватор, ТОВ (Ярмолинці)","32101, Хмельницька обл., Ярмолинецький р-н, смт. Ярмолинці, вул. Залізнична, 16",,,,,32284263.0,(066)753-27-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.189578,26.8447254
"Лотівка Еліт, ТОВ (Славута)","30002, Хмельницька обл., Славута, вул. Привокзальна буд.86",,,,,32678215.0,,(03840)4-25-15; (03840)5-27-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3184188,26.8977489
"Лотівка Еліт, ТОВ ( Шепетівка)","30400, Хмельницька обл., Шепетівка, пров. Подільський буд.20",,,,,32678215.0,,(03840)4-25-15; (03840)5-27-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1655597,27.0750057
"Лотівка Еліт, ТОВ (Полонська хлібоприймальна дільниця)","30500, Хмельницька обл., Полонський, м. Полонне, Залізнична буд.27",,,,,32678215.0,,(03840)4-25-15; (03843)3-18-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1224689,27.506767
"Нібулон, ТОВ СП","32307, Хмельницька обл., Кам'янець-Подільський, с. Кам'янка, вул. Вокзальна буд.11а",,,,,14291113.0,(050)394-71-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6860842,26.6071084
"ПАТ ""Оболонь""","31601, Хмельницька обл., Чемеровецький р-н, смт. Чемерівці, вул. Об'їздна, 3",,,,,05391057.0,,(03859)9-39-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9994901,26.3416441
"Поділля-Агропродукт, ПВКФ","31000, Хмельницька обл., Красилівський, м. Красилів, вул. Грушевського буд.148",,,,,30528422.0,,(03855)3-25-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.666855,26.9954593
"ПП ""Аграрна компанія 2004"" (с. Великі Жеребки)","31222, Хмельницька область, Волочинський р-н., с. Великі Жеребки, вул. Центральна, 50",,,,,33007579.0,,(03845)3-54-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6669496,26.5680735
"ПП ""Аграрна компанія 2004"" (с. Гвардійське)","31352, Хмельницька область, Хмельницький р-н., с. Гвардійське, вул. Молодіжна, 1А",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4106394,26.9504655
"ПП ""Аграрна компанія 2004"" (с. Доброгорща)","31353, Хмельницька область, Хмельницький р-н., с. Доброгорща, вул. Вишнева, 1/5",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4235865,26.9581166
"ПП ""Аграрна компанія 2004"" (с. Клинини)","31224, Хмельницька область, Волочиський р-н., с. Клинини, вул. Шкільна, 1А",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6113529,26.4416215
"ПП ""Аграрна компанія 2004"" (с. Лісківці вул. Івана Франка 4Б)","31322, Хмельницька область. Кам'янець-Подільський р-н., с. Лісківці, вул. Івана Франка, 4Б",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6672978,26.571021
"ПП ""Аграрна компанія 2004"" (с. Лісківці)","31322, Хмельницька область, Кам'янець-Подільський р-н., с. ЛІсківці, вул. Молодіжна, 37А",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.726049,26.5998426
"ПП ""Аграрна компанія 2004"" (с. Михнів)","30346, Хмельницька область, Ізяславський р-н., село Михнів, вул. Леніна, 56",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0588651,26.6933144
"ПП ""Аграрна компанія 2004"" (с. Поляни)","31244, Хмельницька область, Волочиський р-н., с. Поляни, вул. Гончара О. 2",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4889287,26.2171796
"ПП ""Аграрна компанія 2004"" (с. Попівці)","31222, Хмельницька область, Волочиський р-н., с. Попівці, вул. Лісова, 8",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6538242,26.5323407
"ПП ""Аграрна компанія 2004"" (с. Ріпна)","31248, Хмельницька область, Волочиський р-н., с. Ріпна, вул. Щорса, 1/5",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.408262,26.3075606
"ПП ""Аграрна компанія 2004"" (с. Соломна)","31272, Хмельницька область, Волочиський р-н.,с. Соломна, вул. Котовського, 41",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3971378,26.3474838
"ПП ""Аграрна компанія 2004"" (с. Сутківці)","32134, Хмельницька область, Ярмолинецький р-н., с. Сутківці, вул. Кошового О., 20",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1669476,26.9240969
"ПП ""Аграрна компанія 2004"" (с. Шпиченці)","31322, Хмельницька область, Хмельницький р-н., с. Шпиченці, вул. Хмельницького Богдана, 1/1, 1/2, 2/3",,,,,33007579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4762037,27.171697
"ПрАТ ""ГОРОДОЦЬКИЙ ЕЛЕВАТОР СУФФЛЕ""","32000, Хмельницька обл., м. Городок, вул. Зелена, 1",,,,,00952479.0,,(03851)2-13-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1664842,26.5767453
"Приватне акціонерне товариство ""РАЙЗ-МАКСИМКО"" (Кам'янець-Подільський)","32325, Хмельницька обл., Кам'янець-Подільський р-н., с. Гуменці, вул. Вербське шосе, 1",,,,,30382533.0,(067)240-91-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7599392,26.6266731
"ТОВ ""Агро Світ Поділля"" (55Д)","32100, Хмельницька обл., Ярмолинецький р-н., смт. Ярмолинці, вул. Хмельницька, 55Д",,,,,40325136.0,(067)384-58-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1956864,26.8520152
"ТОВ ""Агро Світ Поділля"" (57В)","32100, Хмельницька обл., Ярмолинецький р-н., смт. Ярмолинці, вул. Хмельницька, 57В",,,,,40325136.0,(067)384-58-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2007617,26.8620679
"ТОВ ""АКРІС АГРО"" (м. Славута)","30000, Хмельницька область, Славутський р-н., м. Славута, вул. Ганнопільське шосе, 1",,,,,39187824.0,(067)360-56-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3236733,26.8893331
"ТОВ ""ВВТ ГРЕЙН""","Хмельницька обл., Ярмолинецький р-н., смт. Ярмолинці, вул. Гагаріна, 44/1",,,,,38884893.0,(097)335-20-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.189578,26.8447254
"ТОВ ""КЛОВ"" (с. Адампіль)","31416, Хмельницька обл., Старосинявський р-н., с. Адампіль, вул. Старокостянтинівське шоссе, 2",,,,,31111564.0,(067)247-56-49,(044)490-30-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6680322,27.6529402
"ТОВ ""Кононівський елеватор"" (с. Балинівка)","32407,Хмельницька область, Дунаєвецький р-н., с. Балинівка, вул. Небесної сотні, 26-А",,,,,32284263.0,,(0382)70-70-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9036561,26.6357204
"ТОВ ""Поділля елеватор""","30200, Хмельницька обл., Білогірський, смт. Білогір'я, вул. Залізнична буд.39",,,,,35291996.0,,(03841)2-15-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0029823,26.3844791
"ТОВ ""ПРОМЕТЕЙ САЙЛОС"" (с. Чотирбоки)","Хмельницька обл., Шепетівський р-н., с. Чотирбоки, вул. Привокзальна, буд.1",,,,,40155738.0,,(03840)2-72-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0286673,27.0293792
"ТОВ СГП ""Агрос-Віста""","30300, вул.Вокзальна, 35, м. Ізяслав, Хмельницька обл.",,,,,23651875.0,,(03852)4-27-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1110921,26.8346943
"ТПК Віком, ПП","32200, Хмельницька обл., Деражнянський, смт. Вовковинці, вул. Вокзальна буд.2",,,,,37098235.0,,(0382)72-57-66; (03856)9-22-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2672882,27.4321476
"Україна 2001, ТОВ","30600, Хмельницька обл., Теофіпольський, с. Коров'є, вул. Заводська буд.21-Б",,,,,35080933.0,,(03844)2-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.845242,26.4164299
"Філія ПрАТ ""Зернопродукт МХП"" ""Ямпільський елеватор""","Хмельницька обл., Білогірський р-н., смт. Ямпіль, вул. Привокзальна, 42.",,,,,32547211.0,(050)441-68-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9572775,26.2290711
"Хмельницький ЗП, ТОВ","29000, Хмельницька обл., Хмельницький, м. Хмельницький, вул. Заводська буд.53",,,,,37971749.0,,(0382)76-50-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4167657,27.0191441
"Хмельницьк-млин, ТОВ","31362, Хмельницька обл., Хмельницький, ст. Скібнево, вул. Вокзальна буд.5",,,,,35479380.0,,(0382)70-13-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4266163,26.961903
"Чорноострівське ХПП, ТОВ","31310, Хмельницька обл., Хмельницький, смт. Чорний Острів, вул.Вокзальна буд.1",,,,,03343746.0,,(09800)2-82-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4263937,26.9622905
"""Златодар"" ДП","19741, Черкаська обл., Золотоніський, с. Вознесенське, вул. Шевченка буд.67",,,,,00952545.0,,(04737)5-31-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7651101,32.1642012
"АДМ Кам'янський елеватор, ТОВ","20800, Черкаська обл., Кам'янський, м. Кам'янка, вул. Л. Борисової буд.88",,,,,32800032.0,,(04732)6-13-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.046539,32.0764331
"Гладківщинське ХПП, ТОВ","19720, Черкаська обл., Золотоніський, селище Гладківщина,",,,,,05516381.0,,(04737)42-22-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7655869,31.7372986
"Державна продовольчо-зернова корпорація України, ПАТ (філія Хлібна база 86)","20000, Черкаська обл., Христинівський, м. Христинівка, вул. Першотравнева буд.1",,,,,37243279.0,,(044)206-15-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8128942,29.9577437
"Державна продовольчо-зернова корпорація України, ПАТ(філія Уманський елеватор)","20300, Черкаська обл., м. Умань, вул. Старицького буд.7",,,,,37243279.0,,(04744)4-87-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7315319,30.2045767
"Державна продовольчо-зернова корпорація України, ПАТ(філія Шполянський елеватор)","20602, Черкаська обл., Шполянський, м. Шпола, вул. Благовісна, буд.1",,,,,37243279.0, (067)473-00-99,(04741)2-16-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.454483,32.0307768
"ДПЗКУ, ПАТ (м. Умань, Енергетична, 11В)","20300, Черкаська обл., м. Умань, вул. Енергетична, 11В",,,,,37243279.0,,(04744)4-87-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.743873,30.1908063
"Жашківський елеватор, ПрАТ","19200, Черкаська обл., Жашківський, м. Жашків, вул. Вокзальна буд.1",,,,,00956916.0,,(04747)6-11-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2431511,30.0997905
"Зернова компанія Хорс, СТОВ","19842, Черкаська обл., Драбівський, селище Драбове-Барятинське, вул. Нахімова буд.30",,,,,32418388.0,,(0472)73-60-17; (0238)3-19-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9529963,32.2943544
"Златодар, ДП","19700, Черкаська обл., Золотоноша, вул. Шевченка буд.47",,,,,00952545.0,,(04737)5-31-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6597511,32.0659643
"Інвестджерело, ТОВ (комплекс ХПП)","20910, Черкаська обл., Чигиринський, с. Рацеве, вул. Портова буд.9",,,,,34790943.0,,(04730)2-87-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1591494,32.6968949
"Кононівський елеватор, ТОВ (с. Будище)","19323, Черкаська обл., Лисянський, с. Будище, вул. Зарічна буд.28а",,,,,32284263.0,,(053)265-24-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.233005,30.8885894
"Кононівський елеватор, ТОВ (с. Вікторівка)","20212, Черкаська обл., Маньківський, с. Вікторівка, вул. Зої Космодем'янської буд.36",,,,,32284263.0,(067)472-02-21,(04748)6-39-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2217055,31.0867631
"Кононівський елеватор,ТОВ","19810, Черкаська обл., Драбівський, ст Кононівка, вул. Поштова буд.2",,,,,32284263.0,,(04738)3-19-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1784673,32.1067811
"Корсунь-Шевченківське ХПП, ПрАТ","19400, Черкаська обл., Корсунь-Шевченківський, м. Корсунь-Шевченківський, пров. Промисловий буд.6",,,,,00952597.0,,(04735)2-03-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4261119,31.2618527
"Лебединський насінневий завод, ПрАТ","20635, Черкаська обл., Шполянський, с. Лебедин, Заводська буд.17",,,,,00388932.0,(067)473-13-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9783131,31.531278
"Монастирищенське ХПП, ТОВ","19133, Черкаська обл., Монастирищенський, с. Сатанівка, вул. Франка буд.19",,,,,35871038.0, (067)441-89-34,(04746)2-56-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0079934,29.7008595
"Нібулон СП, ТОВ (Золотоніська філія)","19741, Черкаська обл., Золотоніський, с. Вознесенське, Залізнична буд.38",,,,,14291113.0,,(0512)37-23-44; (04737)9-51-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7651101,32.1642012
"Нібулон СП, ТОВ (с. Вітове)","20911, Черкаська обл., Чигиринський, с. Вітове, вул. Орбіта буд.1а",,,,,14291113.0,,(0512)37-23-44; (04730)9-34-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1023451,32.7518439
"ПАТ ""Сигнаївський КХП""","20615, Черкаська обл., Шполянський, с.Сигнаївка, вул. Залізнична буд.1",,,,,00952508.0,,(04741)2-68-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.05897640000001,31.4836944
"Потаське ХПП, ДП ДАК ""Хліб України""","20109, Черкаська обл., Маньківський, с. Поташ, вул. Черняховського буд.2",,,,,00952605.0,,(04748)7-22-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9240039,30.3397506
"Талне КХП, ТОВ","20400, Черкаська обл., Тальнівський, м. Тальне, вул. Незалежності, буд. 8",,,,,36779832.0,,(04731)3-38-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8985976,30.6997463
